episode_id,t_step,phase,ee_pose,joint_positions,raw_policy_confidence,raw_uncertainty,uncertainty_entropy,uncertainty_variance,calibrated_success_prob,calibrated_failure_risk,gating_state,action_vector,observation_frame_path
clutter_sort-texture-s0-octo-ep001,6,sort_finalize,"[-0.5244,-0.2034, 0.1133]","[-0.5244,-0.2034, 0.1133, 0.0791, 0.2162,-0.1265, 0.0102]",0.984088,0.084589,0.081669,0.00292,0.887186,0.155108,proceed,"[-0.5244,-0.2034, 0.1133, 0.0791, 0.2162,-0.1265, 0.0102]",
clutter_sort-texture-s0-octo-ep002,0,scan_scene,"[0.2686,0.2565,0.0594]","[ 0.2686, 0.2565, 0.0594,-0.0178, 0.0157, 0.1842, 0.0765]",0.938661,0.232453,0.230635,0.001818,0.796412,0.319815,pause_reobserve,"[ 0.2686, 0.2565, 0.0594,-0.0178, 0.0157, 0.1842, 0.0765]",
clutter_sort-texture-s0-octo-ep002,1,grasp_target,"[0.2553,0.2332,0.0636]","[ 0.2553, 0.2332, 0.0636, 0.0353,-0.0053, 0.1649, 0.0948]",0.951357,0.195878,0.194498,0.00138,0.815581,0.282358,pause_reobserve,"[ 0.2553, 0.2332, 0.0636, 0.0353,-0.0053, 0.1649, 0.0948]",
clutter_sort-texture-s0-octo-ep002,2,grasp_target,"[0.0954,0.1216,0.0511]","[0.0954,0.1216,0.0511,0.0066,0.0789,0.0497,0.0555]",0.960602,0.167298,0.166024,0.001274,0.831588,0.252061,pause_reobserve,"[0.0954,0.1216,0.0511,0.0066,0.0789,0.0497,0.0555]",
clutter_sort-texture-s0-octo-ep002,3,route_to_tray,"[0.0922,0.1592,0.0332]","[0.0922,0.1592,0.0332,0.0643,0.0512,0.0817,0.0997]",0.969127,0.138483,0.137761,0.000722,0.848548,0.220693,pause_reobserve,"[0.0922,0.1592,0.0332,0.0643,0.0512,0.0817,0.0997]",
clutter_sort-texture-s0-octo-ep002,4,route_to_tray,"[-0.1342,-0.0589, 0.0354]","[-0.1342,-0.0589, 0.0354, 0.0972, 0.2074,-0.0488, 0.0786]",0.975999,0.115431,0.113225,0.002206,0.864441,0.193274,proceed,"[-0.1342,-0.0589, 0.0354, 0.0972, 0.2074,-0.0488, 0.0786]",
clutter_sort-texture-s0-octo-ep002,5,sort_finalize,"[-0.087 ,-0.0988, 0.0499]","[-0.087 ,-0.0988, 0.0499, 0.1155, 0.1319,-0.1372, 0.1343]",0.968596,0.143439,0.139587,0.003852,0.847414,0.224306,pause_reobserve,"[-0.087 ,-0.0988, 0.0499, 0.1155, 0.1319,-0.1372, 0.1343]",
clutter_sort-texture-s0-octo-ep002,6,sort_finalize,"[-0.3161,-0.2794, 0.0609]","[-0.3161,-0.2794, 0.0609, 0.1283, 0.2132,-0.1658, 0.0223]",0.970955,0.136989,0.131405,0.005584,0.852547,0.215948,pause_reobserve,"[-0.3161,-0.2794, 0.0609, 0.1283, 0.2132,-0.1658, 0.0223]",
clutter_sort-texture-s0-octo-ep002,7,sort_finalize,"[-0.4878,-0.3532, 0.0016]","[-0.4878,-0.3532, 0.0016, 0.2966, 0.2407,-0.2252, 0.0028]",0.978549,0.111486,0.103633,0.007853,0.871035,0.184708,proceed,"[-0.4878,-0.3532, 0.0016, 0.2966, 0.2407,-0.2252, 0.0028]",
clutter_sort-texture-s0-octo-ep003,0,scan_scene,"[0.2726,0.259 ,0.0411]","[0.2726,0.259 ,0.0411,0.0386,0.0118,0.1564,0.0826]",0.935045,0.242667,0.240387,0.00228,0.791411,0.329923,pause_reobserve,"[0.2726,0.259 ,0.0411,0.0386,0.0118,0.1564,0.0826]",
clutter_sort-texture-s0-octo-ep003,1,grasp_target,"[0.2738,0.2696,0.0756]","[0.2738,0.2696,0.0756,0.0403,0.002 ,0.1235,0.1264]",0.950425,0.198925,0.19726,0.001665,0.814075,0.285387,pause_reobserve,"[0.2738,0.2696,0.0756,0.0403,0.002 ,0.1235,0.1264]",
clutter_sort-texture-s0-octo-ep003,2,grasp_target,"[0.0891,0.1253,0.0782]","[0.0891,0.1253,0.0782,0.0126,0.0861,0.0601,0.0951]",0.95956,0.170814,0.169338,0.001476,0.829675,0.255732,pause_reobserve,"[0.0891,0.1253,0.0782,0.0126,0.0861,0.0601,0.0951]",
clutter_sort-texture-s0-octo-ep003,3,route_to_tray,"[0.1167,0.1302,0.05  ]","[0.1167,0.1302,0.05  ,0.0573,0.0985,0.0116,0.0901]",0.970832,0.134344,0.131835,0.002509,0.852273,0.214899,pause_reobserve,"[0.1167,0.1302,0.05  ,0.0573,0.0985,0.0116,0.0901]",
clutter_sort-texture-s0-octo-ep003,4,route_to_tray,"[-0.119 ,-0.0191, 0.0385]","[-0.119 ,-0.0191, 0.0385, 0.0689, 0.0615,-0.0638, 0.0877]",0.974328,0.122113,0.119358,0.002755,0.860346,0.20071,pause_reobserve,"[-0.119 ,-0.0191, 0.0385, 0.0689, 0.0615,-0.0638, 0.0877]",
clutter_sort-texture-s0-octo-ep003,5,sort_finalize,"[-0.2001,-0.0559, 0.1648]","[-0.2001,-0.0559, 0.1648, 0.121 , 0.2068,-0.0156, 0.1362]",0.97843,0.107836,0.104085,0.003751,0.870719,0.183199,proceed,"[-0.2001,-0.0559, 0.1648, 0.121 , 0.2068,-0.0156, 0.1362]",
clutter_sort-texture-s0-octo-ep003,6,sort_finalize,"[-0.5015,-0.1836, 0.0628]","[-0.5015,-0.1836, 0.0628, 0.1805, 0.2023,-0.195 , 0.0826]",0.983491,0.087731,0.084122,0.003609,0.885298,0.158568,proceed,"[-0.5015,-0.1836, 0.0628, 0.1805, 0.2023,-0.195 , 0.0826]",
clutter_sort-texture-s0-octo-ep004,0,scan_scene,"[0.2737,0.2483,0.0147]","[ 0.2737, 0.2483, 0.0147,-0.0415, 0.0023, 0.1314, 0.1013]",0.932706,0.24845,0.246581,0.001869,0.788266,0.335959,pause_reobserve,"[ 0.2737, 0.2483, 0.0147,-0.0415, 0.0023, 0.1314, 0.1013]",
clutter_sort-texture-s0-octo-ep004,1,grasp_target,"[0.2611,0.2486,0.0532]","[0.2611,0.2486,0.0532,0.0275,0.013 ,0.1344,0.1137]",0.947916,0.206546,0.204604,0.001942,0.810107,0.293166,pause_reobserve,"[0.2611,0.2486,0.0532,0.0275,0.013 ,0.1344,0.1137]",
clutter_sort-texture-s0-octo-ep004,2,grasp_target,"[0.0688,0.1169,0.1017]","[0.0688,0.1169,0.1017,0.0424,0.0712,0.0998,0.0857]",0.958525,0.174762,0.172602,0.002161,0.827805,0.259576,pause_reobserve,"[0.0688,0.1169,0.1017,0.0424,0.0712,0.0998,0.0857]",
clutter_sort-texture-s0-octo-ep004,3,route_to_tray,"[0.0554,0.0729,0.0746]","[0.0554,0.0729,0.0746,0.0494,0.0536,0.0391,0.0677]",0.968946,0.1402,0.138385,0.001815,0.84816,0.22194,pause_reobserve,"[0.0554,0.0729,0.0746,0.0494,0.0536,0.0391,0.0677]",
clutter_sort-texture-s0-octo-ep004,4,route_to_tray,"[-0.1449,-0.0187, 0.0731]","[-0.1449,-0.0187, 0.0731, 0.1067, 0.1351,-0.0277, 0.0915]",0.97382,0.124533,0.121199,0.003334,0.859134,0.203132,pause_reobserve,"[-0.1449,-0.0187, 0.0731, 0.1067, 0.1351,-0.0277, 0.0915]",
clutter_sort-texture-s0-octo-ep004,5,sort_finalize,"[-0.1715, 0.0162, 0.1157]","[-0.1715, 0.0162, 0.1157, 0.1048, 0.0878,-0.0637, 0.1956]",0.979182,0.103173,0.101202,0.001971,0.872746,0.17884,proceed,"[-0.1715, 0.0162, 0.1157, 0.1048, 0.0878,-0.0637, 0.1956]",
clutter_sort-texture-s0-octo-ep004,6,sort_finalize,"[-0.4692,-0.209 , 0.0362]","[-0.4692,-0.209 , 0.0362, 0.1862, 0.2732,-0.1136, 0.071 ]",0.982411,0.091646,0.088499,0.003147,0.881986,0.163837,proceed,"[-0.4692,-0.209 , 0.0362, 0.1862, 0.2732,-0.1136, 0.071 ]",
clutter_sort-texture-s0-octo-ep004,7,sort_finalize,"[-0.5377,-0.2416, 0.0689]","[-0.5377,-0.2416, 0.0689, 0.2256, 0.2689,-0.1628, 0.0738]",0.986128,0.075667,0.073116,0.002551,0.893971,0.143863,proceed,"[-0.5377,-0.2416, 0.0689, 0.2256, 0.2689,-0.1628, 0.0738]",
clutter_sort-texture-s1-openvla-ep000,0,scan_scene,"[0.2466,0.267 ,0.086 ]","[ 2.4662e-01, 2.6699e-01, 8.5998e-02,-2.1502e-04, 1.4389e-02, 1.6280e-01,
  9.1532e-02]",0.893644,0.341501,0.338826,0.002675,0.743503,0.427247,pause_reobserve,"[ 2.4662e-01, 2.6699e-01, 8.5998e-02,-2.1502e-04, 1.4389e-02, 1.6280e-01,
  9.1532e-02]",
clutter_sort-texture-s1-openvla-ep000,1,grasp_target,"[0.2494,0.266 ,0.0755]","[ 0.2494, 0.266 , 0.0755,-0.0024, 0.0171, 0.1598, 0.1234]",0.906949,0.313072,0.309538,0.003535,0.757399,0.399137,pause_reobserve,"[ 0.2494, 0.266 , 0.0755,-0.0024, 0.0171, 0.1598, 0.1234]",
clutter_sort-texture-s1-openvla-ep000,2,grasp_target,"[0.0853,0.0827,0.0709]","[0.0853,0.0827,0.0709,0.0137,0.0981,0.0823,0.0757]",0.922465,0.275594,0.272706,0.002888,0.775243,0.362554,pause_reobserve,"[0.0853,0.0827,0.0709,0.0137,0.0981,0.0823,0.0757]",
clutter_sort-texture-s1-openvla-ep000,3,route_to_tray,"[0.1104,0.0418,0.0891]","[0.1104,0.0418,0.0891,0.0398,0.0614,0.0462,0.1163]",0.908254,0.309681,0.306558,0.003124,0.758825,0.396016,pause_reobserve,"[0.1104,0.0418,0.0891,0.0398,0.0614,0.0462,0.1163]",
clutter_sort-texture-s1-openvla-ep000,4,route_to_tray,"[-0.1172,-0.0924, 0.0795]","[-0.1172,-0.0924, 0.0795, 0.0936, 0.1706,-0.0064, 0.1343]",0.921007,0.278747,0.276302,0.002445,0.773477,0.365896,pause_reobserve,"[-0.1172,-0.0924, 0.0795, 0.0936, 0.1706,-0.0064, 0.1343]",
clutter_sort-texture-s1-openvla-ep000,5,route_to_tray,"[-0.0754,-0.1388, 0.0763]","[-0.0754,-0.1388, 0.0763, 0.1078, 0.1397,-0.0545, 0.0639]",0.934136,0.244961,0.242804,0.002157,0.790181,0.332299,pause_reobserve,"[-0.0754,-0.1388, 0.0763, 0.1078, 0.1397,-0.0545, 0.0639]",
clutter_sort-texture-s1-openvla-ep000,6,sort_finalize,"[-0.0664,-0.1071, 0.0823]","[-0.0664,-0.1071, 0.0823, 0.1057, 0.1132, 0.0034, 0.1114]",0.944104,0.217886,0.21552,0.002366,0.804298,0.304645,pause_reobserve,"[-0.0664,-0.1071, 0.0823, 0.1057, 0.1132, 0.0034, 0.1114]",
clutter_sort-texture-s1-openvla-ep000,7,sort_finalize,"[-0.2662,-0.2378, 0.0693]","[-0.2662,-0.2378, 0.0693, 0.1393, 0.2077,-0.0995, 0.0874]",0.952561,0.194306,0.190904,0.003403,0.817552,0.279601,pause_reobserve,"[-0.2662,-0.2378, 0.0693, 0.1393, 0.2077,-0.0995, 0.0874]",
clutter_sort-texture-s1-openvla-ep000,8,sort_finalize,"[-0.207 ,-0.2833, 0.0634]","[-0.207 ,-0.2833, 0.0634, 0.1799, 0.1987,-0.1145, 0.1123]",0.959704,0.171784,0.16888,0.002904,0.829939,0.255954,pause_reobserve,"[-0.207 ,-0.2833, 0.0634, 0.1799, 0.1987,-0.1145, 0.1123]",
clutter_sort-texture-s1-openvla-ep001,0,scan_scene,"[0.2266,0.2654,0.0833]","[ 0.2266, 0.2654, 0.0833,-0.0488, 0.0461, 0.1507, 0.0894]",0.890554,0.348156,0.345354,0.002802,0.74043,0.433648,pause_reobserve,"[ 0.2266, 0.2654, 0.0833,-0.0488, 0.0461, 0.1507, 0.0894]",
clutter_sort-texture-s1-openvla-ep001,1,grasp_target,"[0.2574,0.2635,0.1482]","[ 0.2574, 0.2635, 0.1482, 0.0009,-0.0007, 0.1519, 0.128 ]",0.906872,0.311886,0.309713,0.002172,0.757315,0.398628,pause_reobserve,"[ 0.2574, 0.2635, 0.1482, 0.0009,-0.0007, 0.1519, 0.128 ]",
clutter_sort-texture-s1-openvla-ep001,2,grasp_target,"[0.0543,0.0697,0.0802]","[0.0543,0.0697,0.0802,0.0153,0.0797,0.0797,0.0787]",0.923256,0.274703,0.270742,0.003962,0.77621,0.361141,pause_reobserve,"[0.0543,0.0697,0.0802,0.0153,0.0797,0.0797,0.0787]",
clutter_sort-texture-s1-openvla-ep001,3,grasp_target,"[0.102 ,0.0866,0.088 ]","[0.102 ,0.0866,0.088 ,0.043 ,0.0764,0.0732,0.0955]",0.935778,0.241346,0.238428,0.002918,0.79241,0.328263,pause_reobserve,"[0.102 ,0.0866,0.088 ,0.043 ,0.0764,0.0732,0.0955]",
clutter_sort-texture-s1-openvla-ep001,4,route_to_tray,"[0.1312,0.0257,0.0679]","[0.1312,0.0257,0.0679,0.1104,0.0178,0.0768,0.1548]",0.943061,0.221648,0.218458,0.00319,0.802751,0.308073,pause_reobserve,"[0.1312,0.0257,0.0679,0.1104,0.0178,0.0768,0.1548]",
clutter_sort-texture-s1-openvla-ep001,5,route_to_tray,"[-0.0798,-0.1301, 0.0924]","[-0.0798,-0.1301, 0.0924, 0.1285, 0.1484,-0.0114, 0.0774]",0.952234,0.194919,0.191881,0.003038,0.817015,0.280445,pause_reobserve,"[-0.0798,-0.1301, 0.0924, 0.1285, 0.1484,-0.0114, 0.0774]",
clutter_sort-texture-s1-openvla-ep001,6,sort_finalize,"[-0.0477,-0.1099, 0.0537]","[-0.0477,-0.1099, 0.0537, 0.1301, 0.1199,-0.0009, 0.0994]",0.960271,0.169274,0.167079,0.002194,0.830977,0.253659,pause_reobserve,"[-0.0477,-0.1099, 0.0537, 0.1301, 0.1199,-0.0009, 0.0994]",
clutter_sort-texture-s1-openvla-ep001,7,sort_finalize,"[-0.2414,-0.2421, 0.0883]","[-0.2414,-0.2421, 0.0883, 0.1567, 0.2183,-0.0745, 0.0612]",0.96511,0.153946,0.151347,0.002599,0.840241,0.236732,pause_reobserve,"[-0.2414,-0.2421, 0.0883, 0.1567, 0.2183,-0.0745, 0.0612]",
clutter_sort-texture-s1-openvla-ep001,8,sort_finalize,"[-0.2152,-0.2891, 0.0663]","[-0.2152,-0.2891, 0.0663, 0.1521, 0.1851,-0.0741, 0.1217]",0.970344,0.136897,0.133543,0.003354,0.851193,0.217256,pause_reobserve,"[-0.2152,-0.2891, 0.0663, 0.1521, 0.1851,-0.0741, 0.1217]",
clutter_sort-texture-s1-openvla-ep002,0,scan_scene,"[0.228 ,0.2827,0.0689]","[ 0.228 , 0.2827, 0.0689,-0.0341, 0.0077, 0.1687, 0.0876]",0.891892,0.346623,0.342539,0.004084,0.741754,0.431557,pause_reobserve,"[ 0.228 , 0.2827, 0.0689,-0.0341, 0.0077, 0.1687, 0.0876]",
clutter_sort-texture-s1-openvla-ep002,1,grasp_target,"[0.2509,0.2787,0.139 ]","[ 0.2509, 0.2787, 0.139 , 0.0074,-0.0231, 0.159 , 0.1254]",0.906705,0.313557,0.310094,0.003464,0.757133,0.399646,pause_reobserve,"[ 0.2509, 0.2787, 0.139 , 0.0074,-0.0231, 0.159 , 0.1254]",
clutter_sort-texture-s1-openvla-ep002,2,grasp_target,"[0.0713,0.0833,0.0801]","[0.0713,0.0833,0.0801,0.0239,0.0841,0.0976,0.0792]",0.920796,0.280015,0.276819,0.003197,0.773224,0.366784,pause_reobserve,"[0.0713,0.0833,0.0801,0.0239,0.0841,0.0976,0.0792]",
clutter_sort-texture-s1-openvla-ep002,3,route_to_tray,"[0.1096,0.0519,0.0825]","[0.1096,0.0519,0.0825,0.0727,0.0657,0.0815,0.1225]",0.933439,0.249395,0.244649,0.004746,0.789245,0.335453,pause_reobserve,"[0.1096,0.0519,0.0825,0.0727,0.0657,0.0815,0.1225]",
clutter_sort-texture-s1-openvla-ep002,4,route_to_tray,"[-0.0922,-0.0548, 0.1012]","[-0.0922,-0.0548, 0.1012, 0.1037, 0.1422,-0.0013, 0.0756]",0.945569,0.2151,0.211359,0.003741,0.8065,0.30105,pause_reobserve,"[-0.0922,-0.0548, 0.1012, 0.1037, 0.1422,-0.0013, 0.0756]",
clutter_sort-texture-s1-openvla-ep002,5,route_to_tray,"[-0.041 ,-0.1405, 0.0774]","[-0.041 ,-0.1405, 0.0774, 0.112 , 0.1432, 0.0024, 0.0923]",0.95196,0.194735,0.192701,0.002033,0.816565,0.280803,pause_reobserve,"[-0.041 ,-0.1405, 0.0774, 0.112 , 0.1432, 0.0024, 0.0923]",
clutter_sort-texture-s1-openvla-ep002,6,sort_finalize,"[-0.0307,-0.1204, 0.0785]","[-0.0307,-0.1204, 0.0785, 0.1381, 0.1141, 0.0288, 0.1197]",0.95972,0.171963,0.168829,0.003133,0.829968,0.256013,pause_reobserve,"[-0.0307,-0.1204, 0.0785, 0.1381, 0.1141, 0.0288, 0.1197]",
clutter_sort-texture-s1-openvla-ep002,7,sort_finalize,"[-0.2518,-0.2738, 0.0579]","[-0.2518,-0.2738, 0.0579, 0.1551, 0.193 ,-0.0782, 0.0714]",0.964228,0.157378,0.154264,0.003114,0.838496,0.240193,pause_reobserve,"[-0.2518,-0.2738, 0.0579, 0.1551, 0.193 ,-0.0782, 0.0714]",
clutter_sort-texture-s1-openvla-ep002,8,sort_finalize,"[-0.2049,-0.2846, 0.0571]","[-0.2049,-0.2846, 0.0571, 0.1625, 0.1896,-0.1017, 0.1256]",0.959817,0.171117,0.168523,0.002595,0.830145,0.255414,pause_reobserve,"[-0.2049,-0.2846, 0.0571, 0.1625, 0.1896,-0.1017, 0.1256]",
clutter_sort-texture-s1-openvla-ep003,0,scan_scene,"[0.2476,0.2548,0.0829]","[ 0.2476, 0.2548, 0.0829,-0.0207, 0.0391, 0.1621, 0.0702]",0.890285,0.348412,0.345918,0.002495,0.740165,0.434041,pause_reobserve,"[ 0.2476, 0.2548, 0.0829,-0.0207, 0.0391, 0.1621, 0.0702]",
clutter_sort-texture-s1-openvla-ep003,1,grasp_target,"[0.2591,0.2201,0.1658]","[ 0.2591, 0.2201, 0.1658,-0.0137, 0.0067, 0.1678, 0.1206]",0.912085,0.300346,0.297685,0.002661,0.763087,0.387085,pause_reobserve,"[ 0.2591, 0.2201, 0.1658,-0.0137, 0.0067, 0.1678, 0.1206]",
clutter_sort-texture-s1-openvla-ep003,2,grasp_target,"[0.0824,0.0643,0.0848]","[0.0824,0.0643,0.0848,0.0238,0.0812,0.0749,0.0916]",0.923086,0.27493,0.271164,0.003766,0.776002,0.361463,pause_reobserve,"[0.0824,0.0643,0.0848,0.0238,0.0812,0.0749,0.0916]",
clutter_sort-texture-s1-openvla-ep003,3,route_to_tray,"[0.1202,0.058 ,0.0852]","[0.1202,0.058 ,0.0852,0.0633,0.0615,0.0842,0.121 ]",0.933853,0.246356,0.243554,0.002802,0.7898,0.333378,pause_reobserve,"[0.1202,0.058 ,0.0852,0.0633,0.0615,0.0842,0.121 ]",
clutter_sort-texture-s1-openvla-ep003,4,route_to_tray,"[-0.1052,-0.0957, 0.0794]","[-0.1052,-0.0957, 0.0794, 0.0846, 0.1315,-0.0047, 0.1058]",0.944473,0.216991,0.214477,0.002514,0.804848,0.303647,pause_reobserve,"[-0.1052,-0.0957, 0.0794, 0.0846, 0.1315,-0.0047, 0.1058]",
clutter_sort-texture-s1-openvla-ep003,5,route_to_tray,"[-0.0719,-0.1276, 0.075 ]","[-0.0719,-0.1276, 0.075 , 0.1196, 0.121 , 0.0213, 0.0733]",0.951371,0.197096,0.194458,0.002638,0.815603,0.282945,pause_reobserve,"[-0.0719,-0.1276, 0.075 , 0.1196, 0.121 , 0.0213, 0.0733]",
clutter_sort-texture-s1-openvla-ep003,6,sort_finalize,"[-0.0527,-0.1327, 0.0896]","[-0.0527,-0.1327, 0.0896, 0.128 , 0.1118,-0.004 , 0.108 ]",0.96045,0.169353,0.166511,0.002842,0.831306,0.25337,pause_reobserve,"[-0.0527,-0.1327, 0.0896, 0.128 , 0.1118,-0.004 , 0.108 ]",
clutter_sort-texture-s1-openvla-ep003,7,sort_finalize,"[-0.2605,-0.2365, 0.0724]","[-0.2605,-0.2365, 0.0724, 0.1289, 0.2034,-0.0805, 0.0937]",0.966129,0.150989,0.14795,0.003039,0.84229,0.233205,pause_reobserve,"[-0.2605,-0.2365, 0.0724, 0.1289, 0.2034,-0.0805, 0.0937]",
clutter_sort-texture-s1-openvla-ep003,8,sort_finalize,"[-0.2042,-0.2897, 0.059 ]","[-0.2042,-0.2897, 0.059 , 0.1835, 0.1769,-0.0881, 0.1343]",0.970861,0.134412,0.131736,0.002677,0.852337,0.21487,pause_reobserve,"[-0.2042,-0.2897, 0.059 , 0.1835, 0.1769,-0.0881, 0.1343]",
clutter_sort-texture-s1-openvla-ep004,0,scan_scene,"[0.2371,0.253 ,0.0697]","[ 0.2371, 0.253 , 0.0697,-0.0077, 0.0279, 0.166 , 0.0737]",0.892229,0.345535,0.341827,0.003708,0.74209,0.430678,pause_reobserve,"[ 0.2371, 0.253 , 0.0697,-0.0077, 0.0279, 0.166 , 0.0737]",
clutter_sort-texture-s1-openvla-ep004,1,grasp_target,"[0.2776,0.252 ,0.1526]","[0.2776,0.252 ,0.1526,0.0129,0.0077,0.1462,0.111 ]",0.907656,0.310242,0.307927,0.002315,0.75817,0.396951,pause_reobserve,"[0.2776,0.252 ,0.1526,0.0129,0.0077,0.1462,0.111 ]",
clutter_sort-texture-s1-openvla-ep004,2,grasp_target,"[0.0743,0.0785,0.0656]","[0.0743,0.0785,0.0656,0.0281,0.0684,0.081 ,0.09  ]",0.920562,0.280537,0.277392,0.003145,0.772943,0.367325,pause_reobserve,"[0.0743,0.0785,0.0656,0.0281,0.0684,0.081 ,0.09  ]",
clutter_sort-texture-s1-openvla-ep004,3,route_to_tray,"[0.1052,0.0465,0.0847]","[0.1052,0.0465,0.0847,0.0604,0.0783,0.086 ,0.1294]",0.933815,0.24761,0.243655,0.003955,0.789749,0.334056,pause_reobserve,"[0.1052,0.0465,0.0847,0.0604,0.0783,0.086 ,0.1294]",
clutter_sort-texture-s1-openvla-ep004,4,route_to_tray,"[-0.1105,-0.081 , 0.0747]","[-0.1105,-0.081 , 0.0747, 0.0766, 0.1524, 0.0079, 0.0701]",0.942195,0.223447,0.220882,0.002565,0.80148,0.310243,pause_reobserve,"[-0.1105,-0.081 , 0.0747, 0.0766, 0.1524, 0.0079, 0.0701]",
clutter_sort-texture-s1-openvla-ep004,5,route_to_tray,"[-0.0595,-0.1282, 0.0913]","[-0.0595,-0.1282, 0.0913, 0.1192, 0.1213,-0.0019, 0.0744]",0.952931,0.19356,0.18979,0.003769,0.818165,0.278615,pause_reobserve,"[-0.0595,-0.1282, 0.0913, 0.1192, 0.1213,-0.0019, 0.0744]",
clutter_sort-texture-s1-openvla-ep004,6,sort_finalize,"[-0.0206,-0.127 , 0.0721]","[-0.0206,-0.127 , 0.0721, 0.1378, 0.1316, 0.0014, 0.1135]",0.958847,0.174648,0.17159,0.003057,0.828383,0.25894,pause_reobserve,"[-0.0206,-0.127 , 0.0721, 0.1378, 0.1316, 0.0014, 0.1135]",
clutter_sort-texture-s1-openvla-ep004,7,sort_finalize,"[-0.2397,-0.2263, 0.0919]","[-0.2397,-0.2263, 0.0919, 0.1326, 0.192 ,-0.0795, 0.0916]",0.965898,0.150878,0.148722,0.002156,0.841822,0.233617,pause_reobserve,"[-0.2397,-0.2263, 0.0919, 0.1326, 0.192 ,-0.0795, 0.0916]",
clutter_sort-texture-s1-openvla-ep004,8,sort_finalize,"[-0.1885,-0.294 , 0.0778]","[-0.1885,-0.294 , 0.0778, 0.1575, 0.1584,-0.0772, 0.1226]",0.971583,0.131592,0.129193,0.002399,0.853956,0.21184,pause_reobserve,"[-0.1885,-0.294 , 0.0778, 0.1575, 0.1584,-0.0772, 0.1226]",
clutter_sort-texture-s1-octo-ep000,0,scan_scene,"[-0.109 , 0.0989, 0.1676]","[-0.109 , 0.0989, 0.1676,-0.0277, 0.0932, 0.0266,-0.0126]",0.817437,0.47726,0.475256,0.002004,0.679078,0.559552,fallback,"[-0.109 , 0.0989, 0.1676,-0.0277, 0.0932, 0.0266,-0.0126]",
clutter_sort-texture-s1-octo-ep000,1,scan_scene,"[-0.094 , 0.1194, 0.1651]","[-0.094 , 0.1194, 0.1651,-0.0342, 0.0925, 0.033 ,-0.0136]",0.845156,0.43222,0.431017,0.001203,0.700264,0.515847,fallback,"[-0.094 , 0.1194, 0.1651,-0.0342, 0.0925, 0.033 ,-0.0136]",
clutter_sort-texture-s1-octo-ep000,2,grasp_target,"[0.2708,0.2311,0.1009]","[ 0.2708, 0.2311, 0.1009, 0.0118,-0.022 , 0.1467, 0.0807]",0.864685,0.398688,0.396365,0.002323,0.716543,0.4828,pause_reobserve,"[ 0.2708, 0.2311, 0.1009, 0.0118,-0.022 , 0.1467, 0.0807]",
clutter_sort-texture-s1-octo-ep000,3,grasp_target,"[-0.0054, 0.0074, 0.0901]","[-0.0054, 0.0074, 0.0901, 0.1198, 0.0456, 0.0567, 0.1591]",0.81941,0.474806,0.472285,0.002521,0.680523,0.55688,fallback,"[-0.0054, 0.0074, 0.0901, 0.1198, 0.0456, 0.0567, 0.1591]",
clutter_sort-texture-s1-octo-ep000,4,route_to_tray,"[0.019 ,0.0211,0.0806]","[0.019 ,0.0211,0.0806,0.1259,0.0407,0.0659,0.1727]",0.84827,0.42749,0.425696,0.001794,0.702775,0.51097,fallback,"[0.019 ,0.0211,0.0806,0.1259,0.0407,0.0659,0.1727]",
clutter_sort-texture-s1-octo-ep000,5,route_to_tray,"[-0.1145,-0.1073, 0.0069]","[-0.1145,-0.1073, 0.0069, 0.0451, 0.1239,-0.1489, 0.0794]",0.865884,0.396521,0.394135,0.002386,0.717587,0.480673,pause_reobserve,"[-0.1145,-0.1073, 0.0069, 0.0451, 0.1239,-0.1489, 0.0794]",
clutter_sort-texture-s1-octo-ep000,6,sort_finalize,"[-0.1072,-0.0724, 0.0191]","[-0.1072,-0.0724, 0.0191, 0.0865, 0.1442,-0.1187, 0.0882]",0.882593,0.364303,0.361725,0.002577,0.732748,0.449404,pause_reobserve,"[-0.1072,-0.0724, 0.0191, 0.0865, 0.1442,-0.1187, 0.0882]",
clutter_sort-texture-s1-octo-ep000,7,sort_finalize,"[-0.3195,-0.1773, 0.0005]","[-0.3195,-0.1773, 0.0005, 0.0902, 0.2184,-0.1559, 0.0203]",0.894375,0.339707,0.337267,0.00244,0.744238,0.425615,pause_reobserve,"[-0.3195,-0.1773, 0.0005, 0.0902, 0.2184,-0.1559, 0.0203]",
clutter_sort-texture-s1-octo-ep000,8,sort_finalize,"[-0.3221,-0.2122, 0.033 ]","[-0.3221,-0.2122, 0.033 , 0.1214, 0.1539,-0.14  , 0.0452]",0.919382,0.281685,0.280275,0.00141,0.771533,0.36931,pause_reobserve,"[-0.3221,-0.2122, 0.033 , 0.1214, 0.1539,-0.14  , 0.0452]",
clutter_sort-texture-s1-octo-ep001,0,scan_scene,"[-0.1063, 0.1036, 0.167 ]","[-0.1063, 0.1036, 0.167 ,-0.0292, 0.0931, 0.028 ,-0.0128]",0.824089,0.467246,0.465134,0.002113,0.683986,0.549637,fallback,"[-0.1063, 0.1036, 0.167 ,-0.0292, 0.0931, 0.028 ,-0.0128]",
